bill,rep,vote
27,WENTLING,yay
27,WHEELAND,yay
27,WHITE,yay
27,ZIMMERMAN,yay
27,BARBIN,yay
27,BIZZARRO,yay
27,BOYLE,yay
27,BURNS,yay
27,COMITTA,yay
27,CONKLIN,yay
27,"COSTA, D.",yay
27,"COSTA, P.",yay
27,CRUZ,yay
27,DAVIS,yay
27,DEASY,yay
27,DELUCA,yay
27,DONATUCCI,yay
27,DRISCOLL,yay
27,FLYNN,yay
27,GALLOWAY,yay
27,GOODMAN,yay
27,HAGGERTY,yay
27,HANNA,yay
27,HARKINS,yay
27,"KELLER, W.",yay
27,KORTZ,yay
27,KRUEGER,yay
27,KULIK,yay
27,LONGIETTI,yay
27,MARKOSEK,yay
27,MATZIE,yay
27,"MILLER, D.",yay
27,MULLERY,yay
27,NEILSON,yay
27,NEUMAN,yay
27,PETRARCA,yay
27,RAVENSTAHL,yay
27,READSHAW,yay
27,SAINATO,yay
27,SCHWEYER,yay
27,SNYDER,yay
27,SOLOMON,yay
27,WARREN,yay
27,TURZAI,yay
27,DIAMOND,nay
27,MAHER,nay
27,BRADFORD,nay
27,BRIGGS,nay
27,"BROWN, V.",nay
27,BULLOCK,nay
27,CALTAGIRONE,nay
27,CARROLL,nay
27,CEPHAS,nay
27,DALEY,nay
27,DAVIDSON,nay
27,DAWKINS,nay
27,DEAN,nay
27,DELISSIO,nay
27,DERMODY,nay
27,EVANS,nay
27,FITZGERALD,nay
27,FRANKEL,nay
27,FREEMAN,nay
27,GAINEY,nay
27,"HARRIS, J.",nay
27,KIM,nay
27,KINSEY,nay
27,KIRKLAND,nay
27,MADDEN,nay
27,MCCARTER,nay
27,MCCLINTON,nay
27,MCNEILL,nay
27,O'BRIEN,nay
27,PASHINSKI,nay
27,RABB,nay
27,ROEBUCK,nay
27,ROZZI,nay
27,SAMUELSON,nay
27,SCHLOSSBERG,nay
27,SIMS,nay
27,STURLA,nay
27,THOMAS,nay
27,VITALI,nay
110,BAKER,yay
110,BARRAR,yay
110,BENNINGHOFF,yay
110,BERNSTINE,yay
110,BLOOM,yay
110,"BROWN, R.",yay
110,CAUSER,yay
110,CHRISTIANA,yay
110,COOK,yay
110,CORBIN,yay
110,COX,yay
110,CULVER,yay
110,CUTLER,yay
110,DAY,yay
110,DELOZIER,yay
110,DIAMOND,yay
110,DOWLING,yay
110,DUNBAR,yay
110,DUSH,yay
110,ELLIS,yay
110,EMRICK,yay
110,ENGLISH,yay
110,EVANKOVICH,yay
110,EVERETT,yay
110,FEE,yay
110,FRITZ,yay
110,GABLER,yay
110,GILLEN,yay
110,GILLESPIE,yay
110,GODSHALL,yay
110,GREINER,yay
110,GROVE,yay
110,HAHN,yay
110,"HARRIS, A.",yay
110,HEFFLEY,yay
110,HELM,yay
110,HENNESSEY,yay
110,HICKERNELL,yay
110,HILL,yay
110,IRVIN,yay
110,JAMES,yay
110,JOZWIAK,yay
110,KAMPF,yay
110,KAUFFMAN,yay
110,KEEFER,yay
110,"KELLER, F.",yay
110,"KELLER, M.K.",yay
110,KNOWLES,yay
110,LAWRENCE,yay
110,LEWIS,yay
110,MACKENZIE,yay
110,MAHER,yay
110,MAKO,yay
110,MALONEY,yay
110,MARSHALL,yay
110,MARSICO,yay
110,MASSER,yay
110,MEHAFFIE,yay
110,MENTZER,yay
110,METCALFE,yay
110,METZGAR,yay
110,MILLARD,yay
110,"MILLER, B.",yay
110,MILNE,yay
110,MOUL,yay
110,MUSTIO,yay
110,NELSON,yay
110,NESBIT,yay
110,OBERLANDER,yay
110,ORTITAY,yay
110,PEIFER,yay
110,PICKETT,yay
110,PYLE,yay
110,"QUINN, C.",yay
110,RADER,yay
110,RAPP,yay
110,REED,yay
110,REESE,yay
110,ROAE,yay
110,ROE,yay
110,ROTHMAN,yay
110,RYAN,yay
110,SACCONE,yay
110,SANKEY,yay
110,SAYLOR,yay
110,SCHEMEL,yay
110,SIMMONS,yay
110,SONNEY,yay
110,STAATS,yay
110,TALLMAN,yay
110,TAYLOR,yay
110,TOBASH,yay
110,TOEPEL,yay
110,TOOHIL,yay
110,TOPPER,yay
110,WALSH,yay
110,WARD,yay
110,WARNER,yay
110,WATSON,yay
110,WENTLING,yay
110,WHEELAND,yay
110,ZIMMERMAN,yay
110,TURZAI,yay
110,CHARLTON,nay
110,CORR,nay
110,DIGIROLAMO,nay
110,FARRY,nay
110,HARPER,nay
110,MICCARELLI,nay
110,O'NEILL,nay
110,"QUINN, M.",nay
110,SANTORA,nay
110,STEPHENS,nay
110,WHITE,nay
110,BARBIN,nay
110,BIZZARRO,nay
110,BOYLE,nay
110,BRADFORD,nay
110,BRIGGS,nay
110,BULLOCK,nay
110,BURNS,nay
110,CALTAGIRONE,nay
110,CARROLL,nay
110,CEPHAS,nay
110,COMITTA,nay
110,CONKLIN,nay
110,"COSTA, D.",nay
110,"COSTA, P.",nay
110,CRUZ,nay
110,DALEY,nay
110,DAVIDSON,nay
110,DAVIS,nay
110,DAWKINS,nay
110,DEAN,nay
110,DEASY,nay
110,DELISSIO,nay
110,DERMODY,nay
110,DONATUCCI,nay
110,DRISCOLL,nay
110,EVANS,nay
110,FABRIZIO,nay
110,FITZGERALD,nay
110,FLYNN,nay
110,FRANKEL,nay
110,FREEMAN,nay
110,GAINEY,nay
110,GOODMAN,nay
110,HANNA,nay
110,HARKINS,nay
110,"HARRIS, J.",nay
110,KAVULICH,nay
110,KIM,nay
110,KINSEY,nay
110,KIRKLAND,nay
110,KORTZ,nay
110,KRUEGER,nay
110,KULIK,nay
110,LONGIETTI,nay
110,MADDEN,nay
110,MARKOSEK,nay
110,MATZIE,nay
110,MCCARTER,nay
110,MCCLINTON,nay
110,"MILLER, D.",nay
110,MULLERY,nay
110,NEUMAN,nay
110,O'BRIEN,nay
110,PASHINSKI,nay
110,PETRARCA,nay
110,RABB,nay
110,RAVENSTAHL,nay
110,READSHAW,nay
110,ROEBUCK,nay
110,ROZZI,nay
110,SAINATO,nay
110,SAMUELSON,nay
110,SCHLOSSBERG,nay
110,SCHWEYER,nay
110,SIMS,nay
110,SNYDER,nay
110,SOLOMON,nay
110,STURLA,nay
110,VAZQUEZ,nay
110,VITALI,nay
110,WARREN,nay
110,YOUNGBLOOD,nay
2017,BARRAR,yay
2017,BENNINGHOFF,yay
2017,BLOOM,yay
2017,BOBACK,yay
2017,"BROWN, R.",yay
2017,CAUSER,yay
2017,CHARLTON,yay
2017,CHRISTIANA,yay
2017,COOK,yay
2017,CORBIN,yay
2017,CORR,yay
2017,COX,yay
2017,CULVER,yay
2017,CUTLER,yay
2017,DAY,yay
2017,DELOZIER,yay
2017,DIAMOND,yay
2017,DIGIROLAMO,yay
2017,DOWLING,yay
2017,DUNBAR,yay
2017,DUSH,yay
2017,ELLIS,yay
2017,EMRICK,yay
2017,ENGLISH,yay
2017,EVANKOVICH,yay
2017,EVERETT,yay
2017,FARRY,yay
2017,FEE,yay
2017,FRITZ,yay
2017,GILLEN,yay
2017,GILLESPIE,yay
2017,GODSHALL,yay
2017,GREINER,yay
2017,GROVE,yay
2017,HAHN,yay
2017,HARPER,yay
2017,"HARRIS, A.",yay
2017,HEFFLEY,yay
2017,HELM,yay
2017,HENNESSEY,yay
2017,HICKERNELL,yay
2017,HILL,yay
2017,IRVIN,yay
2017,JAMES,yay
2017,JOZWIAK,yay
2017,KAMPF,yay
2017,KAUFER,yay
2017,KAUFFMAN,yay
2017,KEEFER,yay
2017,"KELLER, F.",yay
2017,"KELLER, M.K.",yay
2017,KLUNK,yay
2017,KNOWLES,yay
2017,LAWRENCE,yay
2017,LEWIS,yay
2017,MACKENZIE,yay
2017,MAKO,yay
2017,MALONEY,yay
2017,MARSHALL,yay
2017,MASSER,yay
2017,MCGINNIS,yay
2017,MEHAFFIE,yay
2017,MENTZER,yay
2017,METCALFE,yay
2017,METZGAR,yay
2017,MILLARD,yay
2017,"MILLER, B.",yay
2017,MILNE,yay
2017,MOUL,yay
2017,MURT,yay
2017,MUSTIO,yay
2017,NELSON,yay
2017,NESBIT,yay
2017,O'NEILL,yay
2017,OBERLANDER,yay
2017,PEIFER,yay
2017,PICKETT,yay
2017,PYLE,yay
2017,QUIGLEY,yay
2017,"QUINN, C.",yay
2017,"QUINN, M.",yay
2017,RADER,yay
2017,RAPP,yay
2017,REESE,yay
2017,ROAE,yay
2017,ROE,yay
2017,ROTHMAN,yay
2017,RYAN,yay
2017,SANKEY,yay
2017,SANTORA,yay
2017,SAYLOR,yay
2017,SCHEMEL,yay
2017,SIMMONS,yay
2017,SONNEY,yay
2017,STAATS,yay
2017,TALLMAN,yay
2017,TAYLOR,yay
2017,TOBASH,yay
2017,TOEPEL,yay
2017,TOOHIL,yay
2017,TOPPER,yay
2017,WALSH,yay
2017,WARD,yay
2017,WARNER,yay
2017,WATSON,yay
2017,WENTLING,yay
2017,WHEELAND,yay
2017,WHITE,yay
2017,ZIMMERMAN,yay
2017,BARBIN,yay
2017,BIZZARRO,yay
2017,BOYLE,yay
2017,BRADFORD,yay
2017,BRIGGS,yay
2017,"BROWN, V.",yay
2017,BULLOCK,yay
2017,BURNS,yay
2017,CALTAGIRONE,yay
2017,CARROLL,yay
2017,CEPHAS,yay
2017,COMITTA,yay
2017,CONKLIN,yay
2017,"COSTA, P.",yay
2017,CRUZ,yay
2017,DALEY,yay
2017,"DAVIS, A.",yay
2017,"DAVIS, T.",yay
2017,DAWKINS,yay
2017,DEAN,yay
2017,DEASY,yay
2017,DELISSIO,yay
2017,DELUCA,yay
2017,DONATUCCI,yay
2017,DRISCOLL,yay
2017,EVANS,yay
2017,FITZGERALD,yay
2017,FLYNN,yay
2017,FRANKEL,yay
2017,FREEMAN,yay
2017,GAINEY,yay
2017,GALLOWAY,yay
2017,GOODMAN,yay
2017,HAGGERTY,yay
2017,HANNA,yay
2017,HARKINS,yay
2017,"HARRIS, J.",yay
2017,KAVULICH,yay
2017,"KELLER, W.",yay
2017,KIM,yay
2017,KINSEY,yay
2017,KIRKLAND,yay
2017,KORTZ,yay
2017,KRUEGER,yay
2017,KULIK,yay
2017,LONGIETTI,yay
2017,MADDEN,yay
2017,MATZIE,yay
2017,MCCLINTON,yay
2017,MCNEILL,yay
2017,"MILLER, D.",yay
2017,MULLERY,yay
2017,NEILSON,yay
2017,O'BRIEN,yay
2017,PASHINSKI,yay
2017,PETRARCA,yay
2017,RABB,yay
2017,RAVENSTAHL,yay
2017,READSHAW,yay
2017,ROEBUCK,yay
2017,ROZZI,yay
2017,SAINATO,yay
2017,SAMUELSON,yay
2017,SCHLOSSBERG,yay
2017,SCHWEYER,yay
2017,SIMS,yay
2017,SNYDER,yay
2017,STURLA,yay
2017,THOMAS,yay
2017,VAZQUEZ,yay
2017,WARREN,yay
2017,WHEATLEY,yay
2017,YOUNGBLOOD,yay
2017,TURZAI,yay
2017,"COSTA, D.",nay
2017,DERMODY,nay
2017,MARKOSEK,nay
2017,MCCARTER,nay
2477,BARRAR,yay
2477,BENNINGHOFF,yay
2477,BERNSTINE,yay
2477,BLOOM,yay
2477,BOBACK,yay
2477,CAUSER,yay
2477,CHARLTON,yay
2477,CHRISTIANA,yay
2477,COOK,yay
2477,CORBIN,yay
2477,COX,yay
2477,CUTLER,yay
2477,DAY,yay
2477,DELOZIER,yay
2477,DIAMOND,yay
2477,DIGIROLAMO,yay
2477,DOWLING,yay
2477,DUNBAR,yay
2477,DUSH,yay
2477,ELLIS,yay
2477,EMRICK,yay
2477,ENGLISH,yay
2477,FARRY,yay
2477,FEE,yay
2477,FRITZ,yay
2477,GILLEN,yay
2477,GILLESPIE,yay
2477,GODSHALL,yay
2477,GREINER,yay
2477,GROVE,yay
2477,HAHN,yay
2477,HARPER,yay
2477,"HARRIS, A.",yay
2477,HEFFLEY,yay
2477,HELM,yay
2477,HENNESSEY,yay
2477,HICKERNELL,yay
2477,HILL,yay
2477,JAMES,yay
2477,JOZWIAK,yay
2477,KAMPF,yay
2477,KAUFFMAN,yay
2477,KEEFER,yay
2477,"KELLER, M.K.",yay
2477,KLUNK,yay
2477,KNOWLES,yay
2477,LAWRENCE,yay
2477,LEWIS,yay
2477,MACKENZIE,yay
2477,MAHER,yay
2477,MAKO,yay
2477,MARSHALL,yay
2477,MARSICO,yay
2477,MASSER,yay
2477,MCGINNIS,yay
2477,MEHAFFIE,yay
2477,MENTZER,yay
2477,METCALFE,yay
2477,"MILLER, B.",yay
2477,MOUL,yay
2477,MURT,yay
2477,MUSTIO,yay
2477,NELSON,yay
2477,NESBIT,yay
2477,O'NEAL,yay
2477,O'NEILL,yay
2477,OBERLANDER,yay
2477,ORTITAY,yay
2477,OWLETT,yay
2477,PEIFER,yay
2477,PICKETT,yay
2477,PYLE,yay
2477,QUIGLEY,yay
2477,"QUINN, C.",yay
2477,"QUINN, M.",yay
2477,RADER,yay
2477,RAPP,yay
2477,REED,yay
2477,REESE,yay
2477,ROAE,yay
2477,ROE,yay
2477,ROTHMAN,yay
2477,RYAN,yay
2477,SACCONE,yay
2477,SANKEY,yay
2477,SANTORA,yay
2477,SAYLOR,yay
2477,SCHEMEL,yay
2477,SIMMONS,yay
2477,SONNEY,yay
2477,STAATS,yay
2477,STEPHENS,yay
2477,TALLMAN,yay
2477,TAYLOR,yay
2477,TOBASH,yay
2477,TOEPEL,yay
2477,TOOHIL,yay
2477,WALSH,yay
2477,WARNER,yay
2477,WATSON,yay
2477,WENTLING,yay
2477,WHEELAND,yay
2477,WHITE,yay
2477,ZIMMERMAN,yay
2477,BARBIN,yay
2477,BIZZARRO,yay
2477,BOYLE,yay
2477,BRADFORD,yay
2477,BRIGGS,yay
2477,"BROWN, V.",yay
2477,BULLOCK,yay
2477,BURNS,yay
2477,CALTAGIRONE,yay
2477,CEPHAS,yay
2477,COMITTA,yay
2477,CONKLIN,yay
2477,"COSTA, D.",yay
2477,"COSTA, P.",yay
2477,CRUZ,yay
2477,DALEY,yay
2477,DAVIDSON,yay
2477,"DAVIS, T.",yay
2477,DAWKINS,yay
2477,DEAN,yay
2477,DEASY,yay
2477,DELISSIO,yay
2477,DELUCA,yay
2477,DERMODY,yay
2477,DONATUCCI,yay
2477,DRISCOLL,yay
2477,EVANS,yay
2477,FITZGERALD,yay
2477,FLYNN,yay
2477,FRANKEL,yay
2477,FREEMAN,yay
2477,GAINEY,yay
2477,GALLOWAY,yay
2477,GOODMAN,yay
2477,HAGGERTY,yay
2477,HARKINS,yay
2477,KAVULICH,yay
2477,"KELLER, W.",yay
2477,KIM,yay
2477,KINSEY,yay
2477,KIRKLAND,yay
2477,KRUEGER,yay
2477,KULIK,yay
2477,LONGIETTI,yay
2477,MADDEN,yay
2477,MARKOSEK,yay
2477,MATZIE,yay
2477,MCCARTER,yay
2477,MCNEILL,yay
2477,"MILLER, D.",yay
2477,NEILSON,yay
2477,PASHINSKI,yay
2477,PETRARCA,yay
2477,RABB,yay
2477,RAVENSTAHL,yay
2477,READSHAW,yay
2477,ROEBUCK,yay
2477,ROZZI,yay
2477,SAINATO,yay
2477,SAMUELSON,yay
2477,SCHLOSSBERG,yay
2477,SCHWEYER,yay
2477,SIMS,yay
2477,SNYDER,yay
2477,SOLOMON,yay
2477,STURLA,yay
2477,TAI,yay
2477,THOMAS,yay
2477,VAZQUEZ,yay
2477,VITALI,yay
2477,WARREN,yay
2477,WHEATLEY,yay
2477,YOUNGBLOOD,yay
2477,TURZAI,yay
2477,"BROWN, R.",nay
2477,CULVER,nay
2477,KAUFER,nay
2477,"KELLER, F.",nay
2477,METZGAR,nay
2477,MILLARD,nay
2477,TOPPER,nay
2477,WARD,nay
2477,CARROLL,nay
2477,"DAVIS, A.",nay
2477,HANNA,nay
2477,"HARRIS, J.",nay
2477,KORTZ,nay
2477,MCCLINTON,nay
2477,MULLERY,nay
2138,BARRAR,yay
2138,BENNINGHOFF,yay
2138,BERNSTINE,yay
2138,BLOOM,yay
2138,BOBACK,yay
2138,"BROWN, R.",yay
2138,CAUSER,yay
2138,CHARLTON,yay
2138,CHRISTIANA,yay
2138,COOK,yay
2138,CORBIN,yay
2138,COX,yay
2138,CULVER,yay
2138,CUTLER,yay
2138,DAY,yay
2138,DELOZIER,yay
2138,DIAMOND,yay
2138,DOWLING,yay
2138,DUNBAR,yay
2138,DUSH,yay
2138,ELLIS,yay
2138,EMRICK,yay
2138,ENGLISH,yay
2138,EVANKOVICH,yay
2138,EVERETT,yay
2138,FEE,yay
2138,FRITZ,yay
2138,GILLEN,yay
2138,GILLESPIE,yay
2138,GREINER,yay
2138,GROVE,yay
2138,HAHN,yay
2138,HARPER,yay
2138,"HARRIS, A.",yay
2138,HEFFLEY,yay
2138,HELM,yay
2138,HENNESSEY,yay
2138,HICKERNELL,yay
2138,HILL,yay
2138,IRVIN,yay
2138,JAMES,yay
2138,JOZWIAK,yay
2138,KAMPF,yay
2138,KAUFER,yay
2138,KAUFFMAN,yay
2138,KEEFER,yay
2138,"KELLER, F.",yay
2138,KLUNK,yay
2138,KNOWLES,yay
2138,LAWRENCE,yay
2138,LEWIS,yay
2138,MACKENZIE,yay
2138,MAHER,yay
2138,MAKO,yay
2138,MALONEY,yay
2138,MARSHALL,yay
2138,MARSICO,yay
2138,MASSER,yay
2138,MCGINNIS,yay
2138,MEHAFFIE,yay
2138,MENTZER,yay
2138,METCALFE,yay
2138,METZGAR,yay
2138,MICCARELLI,yay
2138,MILLARD,yay
2138,"MILLER, B.",yay
2138,MILNE,yay
2138,MOUL,yay
2138,MUSTIO,yay
2138,NELSON,yay
2138,NESBIT,yay
2138,O'NEILL,yay
2138,OBERLANDER,yay
2138,ORTITAY,yay
2138,PEIFER,yay
2138,PICKETT,yay
2138,PYLE,yay
2138,QUIGLEY,yay
2138,"QUINN, C.",yay
2138,RADER,yay
2138,RAPP,yay
2138,REED,yay
2138,REESE,yay
2138,ROAE,yay
2138,ROE,yay
2138,ROTHMAN,yay
2138,RYAN,yay
2138,SACCONE,yay
2138,SANKEY,yay
2138,SANTORA,yay
2138,SAYLOR,yay
2138,SCHEMEL,yay
2138,SIMMONS,yay
2138,SONNEY,yay
2138,STAATS,yay
2138,STEPHENS,yay
2138,TALLMAN,yay
2138,TAYLOR,yay
2138,TOBASH,yay
2138,TOEPEL,yay
2138,TOOHIL,yay
2138,TOPPER,yay
2138,WALSH,yay
2138,WARD,yay
2138,WARNER,yay
2138,WATSON,yay
2138,WENTLING,yay
2138,WHEELAND,yay
2138,WHITE,yay
2138,ZIMMERMAN,yay
2138,BURNS,yay
2138,MULLERY,yay
2138,PETRARCA,yay
2138,SNYDER,yay
2138,TURZAI,yay
2138,DIGIROLAMO,nay
2138,FARRY,nay
2138,GODSHALL,nay
2138,MURT,nay
2138,"QUINN, M.",nay
2138,BARBIN,nay
2138,BIZZARRO,nay
2138,BOYLE,nay
2138,BRADFORD,nay
2138,BRIGGS,nay
2138,"BROWN, V.",nay
2138,BULLOCK,nay
2138,CALTAGIRONE,nay
2138,CARROLL,nay
2138,CEPHAS,nay
2138,COMITTA,nay
2138,CONKLIN,nay
2138,"COSTA, D.",nay
2138,"COSTA, P.",nay
2138,DALEY,nay
2138,DAVIDSON,nay
2138,"DAVIS, A.",nay
2138,"DAVIS, T.",nay
2138,DAWKINS,nay
2138,DEAN,nay
2138,DEASY,nay
2138,DELISSIO,nay
2138,DELUCA,nay
2138,DERMODY,nay
2138,DONATUCCI,nay
2138,DRISCOLL,nay
2138,EVANS,nay
2138,FITZGERALD,nay
2138,FLYNN,nay
2138,FRANKEL,nay
2138,FREEMAN,nay
2138,GAINEY,nay
2138,GALLOWAY,nay
2138,GOODMAN,nay
2138,HAGGERTY,nay
2138,HANNA,nay
2138,HARKINS,nay
2138,"HARRIS, J.",nay
2138,KAVULICH,nay
2138,"KELLER, W.",nay
2138,KIM,nay
2138,KINSEY,nay
2138,KIRKLAND,nay
2138,KORTZ,nay
2138,KRUEGER,nay
2138,KULIK,nay
2138,LONGIETTI,nay
2138,MADDEN,nay
2138,MARKOSEK,nay
2138,MATZIE,nay
2138,MCCARTER,nay
2138,MCCLINTON,nay
2138,MCNEILL,nay
2138,"MILLER, D.",nay
2138,NEILSON,nay
2138,O'BRIEN,nay
2138,PASHINSKI,nay
2138,RABB,nay
2138,RAVENSTAHL,nay
2138,READSHAW,nay
2138,ROEBUCK,nay
2138,ROZZI,nay
2138,SAINATO,nay
2138,SAMUELSON,nay
2138,SCHLOSSBERG,nay
2138,SCHWEYER,nay
2138,SIMS,nay
2138,SOLOMON,nay
2138,STURLA,nay
2138,THOMAS,nay
2138,VAZQUEZ,nay
2138,VITALI,nay
2138,WARREN,nay
2138,WHEATLEY,nay
2138,YOUNGBLOOD,nay
2050,BARRAR,yay
2050,BENNINGHOFF,yay
2050,BERNSTINE,yay
2050,BLOOM,yay
2050,BOBACK,yay
2050,"BROWN, R.",yay
2050,CAUSER,yay
2050,CHARLTON,yay
2050,CHRISTIANA,yay
2050,COOK,yay
2050,CORBIN,yay
2050,CORR,yay
2050,COX,yay
2050,CULVER,yay
2050,CUTLER,yay
2050,DAY,yay
2050,DELOZIER,yay
2050,DIAMOND,yay
2050,DIGIROLAMO,yay
2050,DOWLING,yay
2050,DUNBAR,yay
2050,DUSH,yay
2050,ELLIS,yay
2050,EMRICK,yay
2050,ENGLISH,yay
2050,EVANKOVICH,yay
2050,EVERETT,yay
2050,FEE,yay
2050,FRITZ,yay
2050,GILLEN,yay
2050,GILLESPIE,yay
2050,GODSHALL,yay
2050,GREINER,yay
2050,GROVE,yay
2050,HAHN,yay
2050,HARPER,yay
2050,"HARRIS, A.",yay
2050,HEFFLEY,yay
2050,HELM,yay
2050,HENNESSEY,yay
2050,HICKERNELL,yay
2050,HILL,yay
2050,IRVIN,yay
2050,JAMES,yay
2050,JOZWIAK,yay
2050,KAMPF,yay
2050,KAUFER,yay
2050,KAUFFMAN,yay
2050,KEEFER,yay
2050,"KELLER, F.",yay
2050,"KELLER, M.K.",yay
2050,KLUNK,yay
2050,KNOWLES,yay
2050,LAWRENCE,yay
2050,LEWIS,yay
2050,MACKENZIE,yay
2050,MAHER,yay
2050,MAKO,yay
2050,MALONEY,yay
2050,MARSHALL,yay
2050,MARSICO,yay
2050,MASSER,yay
2050,MCGINNIS,yay
2050,MEHAFFIE,yay
2050,MENTZER,yay
2050,METCALFE,yay
2050,METZGAR,yay
2050,MICCARELLI,yay
2050,MILLARD,yay
2050,"MILLER, B.",yay
2050,MOUL,yay
2050,MURT,yay
2050,MUSTIO,yay
2050,NELSON,yay
2050,NESBIT,yay
2050,O'NEILL,yay
2050,OBERLANDER,yay
2050,ORTITAY,yay
2050,PEIFER,yay
2050,PICKETT,yay
2050,PYLE,yay
2050,QUIGLEY,yay
2050,"QUINN, C.",yay
2050,"QUINN, M.",yay
2050,RADER,yay
2050,RAPP,yay
2050,REED,yay
2050,REESE,yay
2050,ROAE,yay
2050,ROE,yay
2050,ROTHMAN,yay
2050,RYAN,yay
2050,SACCONE,yay
2050,SANKEY,yay
2050,SANTORA,yay
2050,SAYLOR,yay
2050,SCHEMEL,yay
2050,SIMMONS,yay
2050,SONNEY,yay
2050,STAATS,yay
2050,TALLMAN,yay
2050,TAYLOR,yay
2050,TOBASH,yay
2050,TOEPEL,yay
2050,TOOHIL,yay
2050,TOPPER,yay
2050,WALSH,yay
2050,WARD,yay
2050,WARNER,yay
2050,WATSON,yay
2050,WENTLING,yay
2050,WHEELAND,yay
2050,WHITE,yay
2050,ZIMMERMAN,yay
2050,BARBIN,yay
2050,BURNS,yay
2050,CALTAGIRONE,yay
2050,CONKLIN,yay
2050,DEASY,yay
2050,DELUCA,yay
2050,DRISCOLL,yay
2050,GALLOWAY,yay
2050,GOODMAN,yay
2050,HAGGERTY,yay
2050,HANNA,yay
2050,HARKINS,yay
2050,KAVULICH,yay
2050,KORTZ,yay
2050,KULIK,yay
2050,LONGIETTI,yay
2050,MARKOSEK,yay
2050,MATZIE,yay
2050,MULLERY,yay
2050,PETRARCA,yay
2050,READSHAW,yay
2050,SAINATO,yay
2050,SAMUELSON,yay
2050,SNYDER,yay
2050,TURZAI,yay
2050,FARRY,nay
2050,MILNE,nay
2050,STEPHENS,nay
2050,BIZZARRO,nay
2050,BOYLE,nay
2050,BRADFORD,nay
2050,BRIGGS,nay
2050,"BROWN, V.",nay
2050,BULLOCK,nay
2050,CARROLL,nay
2050,CEPHAS,nay
2050,COMITTA,nay
2050,"COSTA, D.",nay
2050,"COSTA, P.",nay
2050,CRUZ,nay
2050,DALEY,nay
2050,DAVIDSON,nay
2050,"DAVIS, A.",nay
2050,"DAVIS, T.",nay
2050,DAWKINS,nay
2050,DELISSIO,nay
2050,DERMODY,nay
2050,DONATUCCI,nay
2050,EVANS,nay
2050,FITZGERALD,nay
2050,FLYNN,nay
2050,FRANKEL,nay
2050,FREEMAN,nay
2050,GAINEY,nay
2050,"HARRIS, J.",nay
2050,"KELLER, W.",nay
2050,KIM,nay
2050,KINSEY,nay
2050,KIRKLAND,nay
2050,KRUEGER,nay
2050,MADDEN,nay
2050,MCCARTER,nay
2050,MCCLINTON,nay
2050,MCNEILL,nay
2050,"MILLER, D.",nay
2050,NEILSON,nay
2050,O'BRIEN,nay
2050,PASHINSKI,nay
2050,RABB,nay
2050,RAVENSTAHL,nay
2050,ROEBUCK,nay
2050,SCHLOSSBERG,nay
2050,SCHWEYER,nay
2050,SIMS,nay
2050,SOLOMON,nay
2050,STURLA,nay
2050,THOMAS,nay
2050,VAZQUEZ,nay
2050,WARREN,nay
2050,WHEATLEY,nay
2050,YOUNGBLOOD,nay
